Recency,Frequency,MonetaryValue,Length
74,1,1430000,1929
24,3,5170000,1913
73,1,759000,1928
23,1,3640000,1878
76,2,1047200,1931
61,2,980000,1918
18,1,12210000,1873
27,1,2035000,1882
22,1,6720000,1877
38,1,6120000,1893
36,1,4030000,1891
26,1,1210000,1881
45,1,11935000,1901
73,2,668000,1928
22,1,10010000,1877
65,1,825000,1920
18,1,572000,1873
24,24,24026160,1945
22,1,4680000,1877
52,1,596700,1907
62,1,2264900,1917
26,1,11055000,1881
62,1,2750000,1917
42,1,513500,1897
84,1,935000,1939
24,1,6240000,1879
18,1,3640000,1873
19,1,10560000,1874
20,1,10010000,1875
77,1,1133000,1933
69,4,3080000,1924
61,1,2858900,1917
23,1,2560000,1878
38,2,1342000,1893
26,1,1210000,1881
18,1,6240000,1873
47,1,480000,1902
11,4,3886650,1924
39,1,10835000,1894
85,1,803000,1940
26,2,11440000,1881
27,1,6180000,1882
23,1,11099000,1878
53,1,855547,1908
31,1,6120000,1886
48,1,6120000,1903
6,2,7740000,1861
26,3,1398300,1908
22,5,4757900,1936
79,1,720500,1934
85,1,490000,1940
26,1,487500,1881
21,1,1210000,1876
25,1,13585000,1880
43,1,596700,1898
26,1,1210000,1881
20,1,6240000,1875
89,2,1375000,1944
26,5,4735400,1908
64,1,1232000,1919
20,1,3640000,1875
26,3,3399000,1940
26,1,5948400,1881
26,1,1232000,1881
84,1,1210000,1939
81,3,1056000,1936
19,1,13200000,1874
27,1,2560000,1882
41,1,11220000,1896
17,3,2326000,1900
32,1,11440000,1887
23,1,3150000,1878
60,1,899404,1915
18,1,11770000,1873
81,1,1210000,1936
46,1,1956900,1901
32,1,11000000,1887
18,1,10010000,1873
25,1,5520000,1880
23,1,1221000,1879
18,1,4030000,1873
83,1,990000,1938
31,1,4680000,1886
59,1,880000,1914
26,1,2560000,1881
18,1,6240000,1873
40,1,10010000,1895
40,1,10010000,1895
25,1,5880000,1880
5,8,5999000,1888
59,1,508800,1914
6,3,2445700,1899
26,1,3150000,1881
66,2,1730300,1924
31,1,6180000,1886
65,1,715880,1920
32,1,11220000,1887
43,1,11220000,1898
33,1,10780000,1888
14,5,1339800,1877
22,1,11055000,1877
42,6,2757500,1922
25,1,1320000,1880
29,1,10659000,1884
40,2,1728000,1900
26,1,11000000,1881
18,1,6240000,1873
75,1,990000,1930
22,1,585000,1878
14,3,3388000,1936
24,1,3000000,1879
77,1,715000,1933
81,1,453300,1937
20,3,21230250,1875
29,1,3150000,1884
51,1,280500,1906
32,1,10560000,1887
38,1,10835000,1893
83,1,715000,1938
21,11,106950680,1934
32,2,11220000,1887
16,2,8828050,1874
52,1,936000,1907
31,1,6240000,1886
26,1,15785000,1881
74,1,814550,1930
42,4,2971500,1919
22,1,1232000,1878
80,1,759000,1935
75,2,942260,1930
37,1,10010000,1892
26,1,2560000,1881
32,1,1210000,1887
38,1,10010000,1893
81,1,836000,1937
20,1,11110000,1875
25,1,804000,1880
22,1,490000,1878
62,1,1223211,1917
27,1,1226500,1883
66,1,16335000,1921
19,1,5760000,1874
36,1,4030000,1891
15,13,12697700,1938
30,1,13145000,1886
62,2,3029000,1920
24,2,22990000,1900
29,1,551200,1884
23,1,11220000,1878
22,1,3150000,1877
30,1,11000000,1885
1,4,1889000,1858
18,1,5520000,1873
19,1,10230000,1874
22,1,11055000,1877
29,1,10560000,1884
18,1,4030000,1873
25,1,565500,1881
26,1,11033000,1881
18,1,6120000,1873
32,1,6240000,1887
80,1,1210000,1935
2,1,2365000,1857
66,1,907200,1921
38,1,13585000,1893
23,1,6120000,1878
22,1,1210000,1878
70,1,1406900,1926
39,1,10010000,1894
6,1,767000,1861
39,1,11550000,1894
38,1,11110000,1893
4,29,13930960,1888
2,1,2365000,1857
43,3,2829700,1905
43,1,6120000,1899
24,1,2560000,1879
65,1,1309000,1920
48,1,12210000,1903
57,1,585000,1912
24,2,22888800,1900
25,1,732000,1881
84,1,715000,1939
52,1,935000,1908
22,2,11220000,1877
34,2,1921150,1921
34,3,3778500,1918
24,2,22990000,1903
66,3,2542100,1940
34,1,13695000,1889
78,1,855547,1933
45,1,11000000,1900
23,1,3640000,1878
21,1,1210000,1877
38,1,720000,1893
6,1,622700,1861
41,1,12969000,1896
26,1,450000,1881
43,2,1795700,1899
29,1,2720000,1884
19,1,10560000,1874
18,1,6120000,1873
58,2,1571404,1914
37,1,4810000,1892
60,4,1760000,1915
38,1,4225000,1893
86,1,749540,1941
30,1,13200000,1885
4,1,975700,1859
22,1,1265000,1877
39,1,11099000,1894
66,3,2477200,1931
62,1,16335000,1917
18,1,10560000,1873
18,1,10120000,1873
19,1,11110000,1874
30,1,572000,1885
67,2,2645500,1930
46,2,1567200,1911
74,2,2189000,1933
23,1,5948400,1878
23,1,11099000,1878
2,2,17765000,1935
83,1,836000,1938
30,1,5970000,1885
37,1,12969000,1892
18,1,3640000,1873
24,2,22990000,1900
82,1,672100,1937
38,1,1595000,1893
56,3,1766284,1912
16,2,1037400,1881
82,2,961268,1938
24,2,22990000,1902
25,1,6120000,1880
62,1,725450,1917
58,2,1218900,1918
45,1,5868000,1900
76,1,768900,1931
48,1,10010000,1903
57,1,478800,1912
53,1,1430000,1908
30,1,3000000,1885
23,1,3640000,1878
61,1,1045000,1916
20,1,4030000,1875
18,1,6120000,1873
62,1,2264900,1917
24,1,11099000,1879
66,1,943800,1921
20,1,1375000,1875
80,1,343000,1935
20,1,11099000,1875
61,1,13143000,1916
24,1,4355000,1879
37,1,13585000,1892
25,1,2560000,1880
50,1,432000,1905
41,2,13959000,1903
84,1,825000,1940
2,3,50050000,1934
38,1,11605000,1893
38,1,11099000,1893
78,1,748000,1933
27,1,1320000,1882
50,2,2453000,1928
36,1,10615000,1891
17,2,1684000,1905
83,1,990000,1938
30,1,10890000,1885
23,1,11099000,1878
25,1,11033000,1880
27,2,1603250,1896
20,1,4030000,1875
22,2,22939400,1902
27,1,11000000,1882
55,1,11440000,1910
42,2,1665000,1907
64,1,739200,1920
24,1,2560000,1879
39,1,10340000,1894
23,1,1300000,1878
25,2,10175000,1880
86,1,21200000,1941
60,1,2079000,1915
19,1,11660000,1874
74,1,899404,1929
78,1,504000,1933
1,2,13317000,1863
21,11,126585800,1922
71,1,1210000,1927
19,1,6240000,1874
18,1,4030000,1873
33,5,4108500,1941
41,1,24255000,1896
25,1,1210000,1880
65,2,11742500,1921
20,1,10560000,1875
26,1,1210000,1881
65,1,718025,1921
83,1,990000,1938
58,1,945120,1913
20,1,10120000,1875
74,1,880000,1930
2,1,2365000,1857
22,1,4680000,1877
32,2,11220000,1887
20,1,3640000,1876
70,1,1221000,1925
20,1,11110000,1875
33,4,5418600,1935
23,1,1210000,1879
24,1,11055000,1879
16,1,1595000,1871
16,1,1078000,1872
83,1,759000,1938
83,1,480000,1938
71,1,1265000,1926
23,1,10945000,1878
53,3,2561900,1912
65,6,4697000,1930
26,1,11033000,1881
81,1,12210000,1936
37,1,6108000,1892
2,1,2365000,1857
22,1,4030000,1877
18,1,11055000,1873
30,1,1276000,1885
7,1,1320000,1863
23,1,10560000,1878
46,1,1320000,1901
76,4,2077000,1931
27,1,11055000,1882
23,1,11099000,1878
37,1,20240000,1892
24,1,720000,1879
20,1,12210000,1875
65,1,429000,1921
36,1,6120000,1891
37,1,10835000,1892
18,1,4615000,1873
81,1,471480,1937
30,1,11000000,1885
80,5,4280000,1938
25,1,6480000,1880
41,1,1760000,1896
18,1,5760000,1873
27,1,6120000,1882
23,1,10538000,1878
20,1,5520000,1875
25,3,2909000,1914
23,1,1210000,1878
62,15,9273667,1939
18,1,6120000,1873
23,1,12969000,1878
25,1,11000000,1880
53,1,825000,1908
24,1,11055000,1879
25,1,565500,1881
26,1,14399000,1881
22,1,4810000,1877
22,2,22990000,1903
72,2,827200,1928
19,1,6108000,1874
20,1,3640000,1875
82,1,494400,1938
61,1,715000,1916
18,1,6120000,1873
24,1,6120000,1879
39,1,3225000,1894
84,1,1210000,1939
20,1,11605000,1876
64,4,850000,1920
24,2,22939400,1900
25,1,4810000,1880
20,1,2560000,1875
45,1,4030000,1900
22,1,2560000,1877
34,1,1199000,1889
24,9,7059050,1928
40,1,6360000,1895
32,1,4680000,1887
26,1,1210000,1881
48,1,11110000,1903
39,1,6360000,1894
80,2,880000,1935
40,1,6120000,1895
74,1,1056000,1930
20,1,6120000,1875
69,1,585000,1924
58,7,5346000,1923
38,1,6180000,1893
25,2,10890000,1880
31,2,10890000,1886
53,2,1770989,1940
27,2,10725000,1882
25,1,6000000,1880
68,1,600000,1923
64,1,600000,1919
62,2,825880,1917
24,1,732000,1880
69,1,737000,1924
22,2,22990000,1907
24,1,1221000,1879
39,1,1375000,1894
82,1,1045000,1938
24,1,2560000,1879
24,1,1265000,1880
20,1,6120000,1875
82,1,320980,1937
18,1,4030000,1873
37,1,10010000,1892
9,1,244695,1865
31,1,1980000,1886
20,1,10010000,1875
8,6,6875000,1921
26,1,10175000,1881
27,1,11000000,1882
22,1,6480000,1877
82,1,11935000,1937
26,1,1218800,1882
2,2,13024000,1887
67,2,1711500,1932
25,1,2560000,1880
24,1,2560000,1879
7,1,1320000,1863
25,1,565500,1881
85,2,805000,1940
89,2,935000,1945
26,1,2560000,1881
20,1,3640000,1875
24,1,275550,1879
66,1,748000,1922
71,1,990000,1926
26,1,4810000,1881
31,1,6120000,1887
19,1,12760000,1874
78,1,1100000,1933
24,1,6240000,1879
46,1,11330000,1901
22,1,5520000,1877
42,1,513500,1897
29,1,11220000,1884
38,1,11550000,1893
85,1,696000,1941
75,1,825000,1930
27,1,1226500,1882
39,1,6108000,1894
23,1,11055000,1878
58,1,1320000,1914
38,1,3225000,1893
31,1,6000000,1886
19,1,4485000,1874
22,1,1210000,1878
46,1,10010000,1901
27,1,1215500,1882
56,2,2023120,1913
18,1,12100000,1873
32,1,5948400,1887
38,1,10340000,1893
24,1,11110000,1879
19,1,6480000,1874
1,3,3209000,1871
41,1,6120000,1896
29,1,6120000,1884
29,1,770000,1884
27,1,10406000,1882
25,1,726000,1880
33,1,10010000,1888
18,1,10010000,1873
71,1,1489400,1926
32,1,10560000,1887
27,1,598000,1883
33,1,6240000,1888
76,2,1743500,1935
27,1,1221000,1882
24,2,22605000,1900
19,1,4680000,1874
22,2,22990000,1902
88,1,1232000,1943
22,1,11605000,1877
36,1,6108000,1891
27,1,3150000,1882
30,1,4680000,1885
74,1,1210000,1930
22,2,2728000,1907
66,1,775500,1922
24,2,22939400,1903
29,1,6060000,1884
26,2,2640000,1882
32,1,4030000,1887
27,1,10010000,1882
41,1,3300000,1896
39,2,1691000,1907
20,1,11440000,1875
19,1,11110000,1874
29,1,10450000,1884
20,1,1265000,1875
44,1,1199000,1899
19,1,4680000,1874
24,1,10560000,1879
61,1,957000,1917
5,1,29400000,1860
17,2,1461600,1924
21,1,11935000,1876
32,1,1232000,1888
22,1,11099000,1877
3,18,14441547,1942
32,1,10780000,1887
18,1,10560000,1873
7,3,3718000,1939
21,7,80363800,1920
81,1,768900,1936
39,1,5520000,1894
61,9,5742000,1916
85,1,1210000,1940
19,1,11660000,1874
25,1,1221000,1880
32,1,10406000,1887
27,1,6240000,1882
24,1,2560000,1879
53,5,3994100,1910
23,1,10406000,1878
60,1,1320000,1915
86,2,1474000,1941
58,2,2358400,1914
21,1,1232000,1877
25,1,11605000,1880
73,1,6780000,1928
37,1,5520000,1892
40,2,1448630,1897
55,7,3328000,1911
23,1,6060000,1878
18,1,12210000,1873
27,1,10560000,1882
88,1,726000,1943
29,1,4030000,1884
60,1,1320000,1915
22,1,6240000,1877
32,1,4235000,1887
85,1,667080,1941
26,1,10230000,1881
36,1,11000000,1891
21,1,11165000,1877
29,1,2720000,1884
33,1,6708000,1888
23,1,572000,1879
26,1,11220000,1881
32,1,12969000,1887
19,1,4030000,1874
83,1,990000,1938
22,1,2560000,1877
43,1,10879000,1898
27,1,1221000,1882
30,1,10560000,1885
17,2,1196000,1900
21,1,11935000,1876
39,1,4030000,1894
44,2,1278000,1914
36,1,6180000,1891
68,1,825000,1923
29,1,6120000,1884
56,1,1078000,1911
30,1,4030000,1885
6,4,3101160,1899
22,2,23104400,1902
45,1,10010000,1900
37,1,5520000,1892
41,1,6108000,1896
17,2,1808000,1895
51,2,1430000,1906
21,7,80528800,1920
23,9,2541500,1928
30,1,6180000,1885
25,1,4030000,1880
21,11,127135800,1927
37,1,3225000,1892
43,1,596700,1898
31,1,2560000,1886
20,1,10835000,1875
20,1,1265000,1875
63,1,990000,1918
19,1,12210000,1874
26,1,2720000,1881
26,1,11110000,1881
21,11,8525800,1938
20,1,12210000,1875
20,1,10296000,1875
83,1,390000,1938
22,1,2560000,1877
59,1,935000,1915
23,1,3640000,1878
24,1,6120000,1879
19,1,3780000,1874
88,1,490000,1943
81,1,660000,1936
58,1,2486000,1914
24,1,11440000,1879
80,1,617500,1935
67,1,1210000,1922
30,1,2560000,1885
18,1,4680000,1873
27,1,11220000,1882
77,1,1232000,1932
64,1,755700,1920
33,1,6240000,1888
23,1,2560000,1878
24,1,4810000,1879
21,6,68919400,1910
19,1,6120000,1874
23,1,11099000,1878
25,1,5880000,1880
22,1,2560000,1877
55,2,716000,1911
26,2,975000,1891
29,1,11033000,1884
56,1,6120000,1912
18,1,4615000,1873
24,2,22939400,1902
29,1,6720000,1884
20,1,10560000,1875
30,1,11033000,1885
59,2,2768900,1917
32,1,12120000,1887
21,1,11935000,1876
69,1,726000,1924
29,1,6240000,1884
19,1,6060000,1874
85,1,715000,1941
23,1,1210000,1879
21,1,1232000,1877
52,1,1265000,1907
20,1,3640000,1875
30,1,4680000,1885
29,1,11330000,1884
52,1,1199000,1907
75,1,770000,1931
40,1,11000000,1895
33,5,4030750,1921
49,1,6120000,1905
20,1,4225000,1875
76,4,2330000,1931
85,1,364000,1940
23,1,1210000,1879
22,2,22888800,1907
65,2,2627000,1938
24,2,1589082,1927
30,1,10615000,1885
23,1,1210000,1878
11,1,540000,1866
37,1,14795000,1892
33,1,6480000,1888
31,1,4680000,1886
27,1,2560000,1882
80,1,11099000,1935
48,1,10010000,1903
37,3,1935600,1927
39,1,855547,1894
18,1,6120000,1873
25,1,11033000,1880
25,2,10725000,1880
47,1,1199000,1902
70,2,2090000,1926
69,1,787710,1924
17,1,494000,1872
18,1,4485000,1873
62,8,6901300,1935
69,1,715000,1924
23,1,6720000,1878
21,1,585000,1877
63,1,715000,1918
17,4,2924000,1903
39,1,12969000,1894
16,1,19712000,1871
18,1,11110000,1873
18,1,6120000,1873
23,1,11330000,1878
31,1,6240000,1886
79,1,585000,1934
24,1,11099000,1879
37,1,10835000,1892
12,2,2183500,1921
2,3,50985000,1941
43,1,10340000,1898
82,3,4610000,1943
12,1,7535000,1867
11,3,4491000,1916
76,1,1210000,1931
72,1,754050,1928
38,1,11099000,1893
20,2,1500000,1884
21,6,68868800,1910
16,1,1320000,1871
19,1,4745000,1874
31,1,376000,1887
6,19,17328728,1943
33,1,5880000,1888
40,1,11099000,1895
9,2,1263600,1914
1,1,6369000,1856
52,2,2409000,1914
23,1,10560000,1878
66,4,8620527,1929
31,1,5520000,1886
20,2,10780000,1875
27,1,2880000,1882
18,1,12760000,1873
27,1,1226500,1883
19,1,6120000,1874
80,1,611000,1935
2,3,2506630,1918
20,1,11000000,1875
29,1,3225000,1884
80,1,1210000,1935
23,1,10560000,1878
79,1,880000,1934
26,1,10406000,1881
68,1,814000,1924
83,1,1210000,1939
17,3,2326000,1900
56,2,1611500,1913
60,1,1956900,1915
23,2,10230000,1878
69,1,865150,1924
31,1,11000000,1886
26,1,5736000,1881
88,2,1232000,1943
22,2,22990000,1903
48,1,13310000,1903
45,1,11935000,1901
25,1,1232000,1880
18,1,11660000,1873
25,1,10560000,1880
25,1,5880000,1880
49,1,1034000,1905
25,2,1561500,1912
2,1,2365000,1857
22,1,1215500,1878
75,2,1760000,1934
68,10,7150000,1940
43,1,10010000,1898
88,1,1309000,1943
25,1,4030000,1880
20,1,1265000,1875
80,1,1210000,1935
32,1,4277000,1887
19,1,11660000,1874
68,1,863500,1924
47,1,11935000,1903
59,1,855547,1914
63,1,1180300,1918
60,2,1230000,1915
45,4,83475000,1903
19,1,5760000,1874
24,1,4030000,1879
19,1,3640000,1874
27,1,1226500,1883
74,1,1210000,1929
26,1,10659000,1881
74,1,1650000,1929
20,1,10890000,1875
38,1,5520000,1893
74,1,814000,1929
32,1,10406000,1887
37,1,6180000,1892
36,1,6120000,1891
65,1,814000,1920
82,2,1155000,1937
38,1,11000000,1893
58,1,16885000,1913
36,1,4030000,1891
81,1,1012000,1936
80,1,585000,1935
18,1,11605000,1873
2,2,2656500,1858
23,1,10725000,1878
40,1,5520000,1895
38,1,4225000,1893
31,1,6180000,1886
7,3,4246000,1911
59,1,1320000,1914
24,1,720000,1879
22,1,4615000,1877
19,1,611000,1875
36,1,4030000,1891
80,1,315000,1936
27,1,6720000,1882
19,1,12265000,1874
46,1,1375000,1901
48,3,5027000,1903
20,1,10560000,1875
30,1,11000000,1885
67,1,454800,1922
29,1,10450000,1884
85,2,714000,1941
27,1,1320000,1882
18,1,4680000,1873
43,2,14300000,1903
23,1,3710000,1878
58,1,16885000,1913
24,1,726000,1879
25,1,11605000,1880
60,1,759000,1915
27,1,6120000,1882
40,1,10340000,1895
19,1,6180000,1874
60,1,11440000,1915
32,1,2720000,1887
39,1,10010000,1894
18,1,11110000,1873
12,2,2200000,1870
70,1,715000,1926
62,136,103620000,1935
23,1,6120000,1878
41,1,264000,1897
20,1,3640000,1875
34,1,11000000,1889
62,2,687700,1918
30,1,15180000,1885
75,1,831600,1930
20,1,4680000,1875
23,1,720000,1879
29,1,10890000,1884
52,1,520000,1907
85,1,748000,1940
16,2,3058000,1920
21,1,14740000,1876
19,1,5700000,1874
24,1,2560000,1879
23,1,4290000,1878
22,1,13805000,1877
75,2,924000,1931
22,2,22605000,1902
59,1,1320000,1914
6,1,4140000,1861
26,1,6060000,1881
66,1,865150,1921
43,1,6120000,1898
65,1,11110000,1921
26,1,6720000,1881
18,1,11770000,1873
43,1,596700,1898
43,3,2829700,1905
85,1,448000,1940
18,2,2739000,1905
51,8,2657000,1906
74,1,1210000,1929
32,1,5520000,1887
72,1,770000,1927
20,1,11220000,1875
44,1,6120000,1900
46,1,10340000,1901
31,1,10560000,1886
39,1,10010000,1894
27,1,572000,1883
32,1,6240000,1887
23,1,1210000,1878
21,1,1232000,1877
80,1,715000,1936
32,1,11000000,1887
73,1,715000,1928
23,1,10560000,1878
27,1,1320000,1882
58,1,945120,1913
62,2,863060,1918
21,11,126293200,1922
27,1,1226500,1883
27,1,10945000,1882
19,1,6108000,1874
79,1,803000,1934
75,1,803000,1930
21,6,69495800,1910
37,1,6180000,1892
17,3,2406000,1900
8,1,1320000,1863
26,1,10560000,1881
19,1,11605000,1875
59,1,708000,1914
37,1,5520000,1892
20,1,11550000,1875
71,3,1534000,1929
46,1,4030000,1901
59,3,2200000,1915
18,1,12210000,1873
30,1,6000000,1885
41,1,6360000,1896
56,1,474000,1911
22,1,11110000,1877
25,1,3000000,1880
32,1,12120000,1887
24,2,22990000,1900
24,2,2596000,1881
59,2,1815000,1915
20,1,3740000,1875
77,1,836000,1933
20,1,6120000,1875
50,1,1034000,1905
31,1,3150000,1886
49,4,3025000,1929
38,1,10835000,1893
20,13,9727450,1937
2,2,2750000,1860
31,1,2560000,1886
47,1,14410000,1902
32,1,2720000,1887
69,1,1430000,1924
39,1,10340000,1894
1,2,12738000,1863
25,1,11605000,1880
20,1,11099000,1875
34,1,11000000,1889
41,1,24255000,1896
24,1,6720000,1879
65,2,3079000,1920
45,2,10890000,1900
18,1,6840000,1873
33,1,6180000,1888
9,4,1881000,1865
6,1,900000,1861
84,1,512400,1939
64,1,1210000,1919
84,2,1998700,1939
40,1,6108000,1895
24,1,585000,1879
21,2,22939400,1907
53,1,468000,1908
72,1,2253900,1928
20,1,10010000,1875
23,1,1210000,1879
80,1,1210000,1935
89,1,1210000,1944
25,1,2560000,1880
20,1,5640000,1875
21,1,1210000,1877
27,1,6240000,1882
29,1,935000,1884
41,1,24255000,1896
25,1,6180000,1880
20,1,10560000,1875
23,1,12540000,1878
46,1,10010000,1901
85,1,775500,1940
65,1,776600,1920
83,1,715000,1939
23,1,3375000,1878
62,1,480000,1917
18,1,4810000,1873
26,1,11000000,1881
24,1,11110000,1879
21,2,22939400,1876
41,1,29260000,1896
26,1,11440000,1881
40,1,11000000,1895
22,1,6120000,1877
69,1,16335000,1925
23,1,15510000,1878
64,3,1686000,1929
18,1,3710000,1873
41,1,11990000,1896
24,1,900000,1879
18,1,11110000,1873
49,1,1034000,1905
21,1,1210000,1877
45,1,598000,1900
20,1,10560000,1875
80,1,825000,1936
79,1,15400000,1935
1,2,12738000,1863
85,1,388700,1940
61,2,833800,1916
25,1,1617000,1880
60,5,4297800,1929
24,1,611000,1879
36,1,11110000,1891
62,1,1221000,1917
65,1,1956900,1920
63,1,478800,1918
23,1,1210000,1878
20,1,6120000,1875
6,1,696000,1861
18,1,6120000,1873
45,2,10780000,1900
68,1,803000,1923
32,1,4030000,1887
54,2,1518000,1919
40,1,10340000,1895
26,1,11440000,1881
33,1,10560000,1888
15,2,495000,1872
25,1,1210000,1880
29,1,4810000,1884
38,1,12969000,1893
51,2,1872000,1919
23,1,2560000,1878
22,1,1408000,1878
34,1,6480000,1889
56,3,1927600,1940
23,1,1221000,1879
48,1,14410000,1903
19,1,3990000,1874
19,1,12210000,1874
37,1,10010000,1892
77,1,1320000,1932
38,1,11605000,1893
12,6,4382620,1905
26,1,1210000,1881
60,3,4604000,1932
38,1,1705000,1894
31,1,10659000,1886
31,1,11000000,1886
56,1,6120000,1912
25,2,10780000,1880
18,1,5005000,1873
36,1,10010000,1891
82,1,973500,1937
43,1,10340000,1898
14,1,511500,1869
32,1,6000000,1887
85,1,1210000,1940
52,2,1331000,1907
84,1,552000,1940
37,1,11000000,1892
24,1,11099000,1879
24,1,10560000,1879
20,2,4760000,1875
79,1,550900,1934
26,1,2300000,1881
64,2,1061500,1928
22,1,11055000,1877
18,1,4030000,1873
27,1,10065000,1882
24,2,22990000,1900
81,1,11110000,1936
38,1,11099000,1893
23,1,5760000,1878
20,1,2560000,1875
79,1,350000,1934
23,1,6120000,1878
69,1,1210000,1924
22,1,1210000,1877
18,1,10010000,1873
64,1,715000,1920
19,1,10835000,1874
24,2,22939400,1900
17,1,572000,1872
20,1,5940000,1875
20,1,6240000,1875
82,1,600000,1937
19,1,12100000,1874
78,1,474600,1933
23,1,1210000,1878
72,1,1078000,1927
37,1,6108000,1892
25,1,5736000,1880
36,1,5520000,1891
20,1,3000000,1875
21,11,126623200,1934
40,1,10010000,1895
26,1,11110000,1881
22,1,1210000,1878
36,1,11000000,1891
27,1,3000000,1882
84,3,1630200,1940
13,1,1265000,1868
17,4,3004000,1903
24,8,6932230,1935
22,1,10230000,1877
29,1,3290000,1884
19,1,5200000,1874
28,1,770000,1883
37,2,17347000,1919
41,1,24255000,1896
46,1,5520000,1901
21,2,866000,1909
22,1,11099000,1877
36,1,5520000,1891
59,1,1045000,1915
38,1,14399000,1893
20,1,11000000,1875
1,1,1155000,1856
46,1,10615000,1901
25,1,6120000,1880
25,1,6000000,1880
